,Model,Number of Features,Selected Features,Accuracy,Precision,Recall,F1-Score
38,Logistic Regression,39,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Liver_Inv, Difference_PSMA-FDG_0, WHO, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Max: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.8166666666666667,0.7666666666666666,0.7047619047619047
39,Logistic Regression,40,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, Liver_Inv, Difference_PSMA-FDG_0, WHO, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Max: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.8166666666666667,0.7666666666666666,0.7047619047619047
40,Logistic Regression,41,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, Liver_Inv, Difference_PSMA-FDG_0, WHO, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.8166666666666667,0.7666666666666666,0.7047619047619047
41,Logistic Regression,42,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, Liver_Inv, Difference_PSMA-FDG_0, WHO, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.8166666666666667,0.7666666666666666,0.7047619047619047
42,Logistic Regression,43,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, Liver_Inv, Difference_PSMA-FDG_0, WHO, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.8166666666666667,0.7666666666666666,0.7047619047619047
43,Logistic Regression,44,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, WHO, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
44,Logistic Regression,45,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, WHO, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.8166666666666667,0.7666666666666666,0.7047619047619047
45,Logistic Regression,46,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, WHO, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.8166666666666667,0.7666666666666666,0.7047619047619047
46,Logistic Regression,47,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.8166666666666667,0.7666666666666666,0.7047619047619047
47,Logistic Regression,48,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
48,Logistic Regression,49,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
49,Logistic Regression,50,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
50,Random Forest Classifier,1,Pre-cure_Leukocytes(G/L),0.72,0.7333333333333333,0.7666666666666666,0.6933333333333332
51,Random Forest Classifier,2,"Pre-cure_Leukocytes(G/L), Mean: g/ml_Choline_Bone+",0.8,0.7666666666666666,0.7666666666666666,0.7333333333333334
52,Random Forest Classifier,3,"Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Mean: g/ml_Choline_Bone+",0.8,0.8666666666666666,0.8666666666666668,0.78
53,Random Forest Classifier,4,"Pre-cure_Leukocytes(G/L), Mean: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+",0.76,0.7666666666666666,0.7666666666666666,0.6733333333333333
54,Random Forest Classifier,5,"Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+",0.76,0.7333333333333333,0.7666666666666666,0.6933333333333334
55,Random Forest Classifier,6,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+",0.8,0.8666666666666666,0.7666666666666666,0.7514285714285714
56,Random Forest Classifier,7,"Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-",0.8800000000000001,0.8333333333333334,0.7666666666666666,0.7
57,Random Forest Classifier,8,"Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Mean: g/ml_Choline_Bone+, Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-",0.8,0.8333333333333334,0.7666666666666666,0.8333333333333333
58,Random Forest Classifier,9,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Max: g/ml_Choline_Kidney, Mean: g/ml_PSMA_Bone-",0.8,0.9333333333333333,0.6666666666666666,0.5933333333333334
59,Random Forest Classifier,10,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Peak: g/ml_Choline_Bone+",0.8,0.7333333333333333,0.5666666666666667,0.5599999999999999
60,Random Forest Classifier,11,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Kidney, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone+",0.76,0.6666666666666666,0.5666666666666667,0.6
61,Random Forest Classifier,12,"Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Max: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-",0.76,0.8,0.7666666666666666,0.5933333333333334
62,Random Forest Classifier,13,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Max: g/ml_PSMA_Bone-, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-",0.76,0.7,0.7666666666666666,0.6933333333333334
63,Random Forest Classifier,14,"Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_LymphNode+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-",0.76,0.8,0.5666666666666667,0.7266666666666666
64,Random Forest Classifier,15,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Kidney, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Peak: g/ml_PSMA_Kidney",0.8,0.8,0.7666666666666666,0.7266666666666666
65,Random Forest Classifier,16,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Mean: g/ml_Choline_Kidney, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_Kidney",0.8400000000000001,0.7333333333333333,0.5666666666666667,0.5933333333333334
66,Random Forest Classifier,17,"Fixation_choline_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney",0.76,0.7333333333333333,0.5666666666666667,0.5933333333333334
67,Random Forest Classifier,18,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Std. dev: g/ml_PSMA_Kidney",0.76,0.6,0.5666666666666667,0.6599999999999999
68,Random Forest Classifier,19,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L)",0.76,0.8333333333333334,0.7666666666666666,0.7266666666666666
69,Random Forest Classifier,20,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Kidney, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Std. dev: g/ml_PSMA_SalivaryGland, Std. dev: g/ml_PSMA_Kidney",0.76,0.7333333333333333,0.5,0.5933333333333334
